time               , latitude          , longitude, mod_points , alt_points        , uwnd         , vwnd          , hs         , fp         , dir          , dp            , phs0       , phs1       , phs2       , ptp0      , ptp1      , ptp2      , pdir0        , pdir1          , pdir2         , wind_speed
2025-01-01 06:00:00,  6.2              ,     134.8, 1.619393   , 1.9215669687272587, -6.932609    , 0.5145135     , 1.619393   , 0.1261229  ,  63.57361    ,  55.2182      , 1.3620785  , 0.86106867 ,            ,  7.580896 ,  9.03123  ,           ,  81.258545   ,  16.34021      ,               ,  6.951675459093531
2025-01-01 06:00:00,  7.6              ,     135.0, 1.8559324  , 2.0116981472669573, -8.080178    , -1.31803      , 1.8559324  , 0.12774159 ,  65.523315   ,  54.374023    , 1.6017863  , 0.9192837  ,            ,  7.47057  ,  9.03749  ,           ,  81.38135    ,  14.165649     ,               ,  8.186970110644353
2025-01-01 06:00:00,  8.6              ,     135.0, 1.7823776  , 2.1215863710326   , -8.239707    , -1.3242751    , 1.7823776  , 0.12851878 ,  65.86859    ,  54.669373    , 1.5465118  , 0.86767215 ,            ,  7.5763617,  8.99572  ,           ,  80.260864   ,  17.740845     ,               ,  8.34544642223105
2025-01-01 06:00:00, 23.6              ,     131.8, 1.8064088  , 1.7730001         , -5.393692    , -3.8084815    , 1.8064088  , 0.12362851 ,  32.792236   ,  39.96588     ,            , 1.4791818  , 1.0251428  ,           ,  7.113618 ,  8.5157385,              , 358.5735       , 116.15411     ,  6.602760386891701
2025-01-01 06:00:00, 24.4              ,     131.4, 1.636428   , 1.7990001         , -5.787961    , -2.334311     , 1.636428   , 0.12391771 ,  26.854797   ,  39.07361     ,            , 1.3435428  , 0.92487466 ,           ,  7.0147624,  8.587658 ,              , 354.12195      , 118.3443      ,  6.240953483422386
2025-01-01 06:00:00, 17.4              ,     134.6, 1.8224638  , 1.7325401971940393, -5.2581553   , -0.5080845    , 1.8224638  , 0.12740648 ,  90.033356   ,  89.28827     ,            , 1.7784606  , 0.36141077 ,           ,  7.8737907,  6.5761304,              ,  92.83966      ,   0.7826843   ,  5.282645835001467
2025-01-01 06:00:00,  5.0              ,     134.6, 1.409643   , 1.724171321603562 , -2.4300232   , 1.4080157     , 1.409643   , 0.12551399 ,  53.170654   ,  57.149414    ,            , 1.1965066  , 0.7434178  ,           ,  7.6390424,  9.194265 ,              ,  69.72064      ,   6.8631287   ,  2.8084730662736876
2025-01-01 06:00:00, 16.4              ,     134.8, 1.8521581  , 1.705             , -5.703558    , -0.63488275   , 1.8521581  , 0.12798044 ,  84.95593    ,  84.020386    ,            , 1.7956969  , 0.41374788 ,           ,  7.8416   ,  6.8093405,              ,  88.504456     ,   5.2832336   ,  5.738784711557976
2025-01-01 06:00:00,  5.2              ,     134.6, 1.4184678  , 1.6314633016483708, -2.5975125   , 1.7271371     , 1.4184678  , 0.12582473 ,  54.572693   ,  57.472595    ,            , 1.2094672  , 0.7386733  ,           ,  7.6285987,  9.180667 ,              ,  70.701904     ,   7.9153137   ,  3.1193066136326935
2025-01-01 06:00:00,  5.8              ,     134.8, 1.5299268  , 1.23              , -5.379162    , 0.9862942     , 1.5299268  , 0.12619825 ,  61.17273    ,  56.757446    ,            , 1.3088831  , 0.78070825 ,           ,  7.577527 ,  9.038319 ,              ,  77.44653      ,  11.518951    ,  5.4688353487006385
2025-01-01 06:00:00, 18.4              ,     134.0, 1.7980428  , 1.6060001         , -5.250091    , -2.0732       , 1.7980428  , 0.126108   ,  94.99213    ,  94.723816    ,            , 1.7565646  , 0.36784923 ,           ,  7.9537077,  6.4343386,              ,  97.666565     , 356.22504     ,  5.644609264447009
2025-01-01 06:00:00, 24.0              ,     131.6, 1.7435331  , 1.9130001         , -5.052349    , -4.4282866    , 1.7435331  , 0.12350134 ,  28.634888   ,  38.20343     ,            , 1.4396384  , 0.9720414  ,           ,  7.07734  ,  8.545709 ,              , 356.68848      , 117.400696    ,  6.718329601139003
2025-01-01 06:00:00, 18.4              ,     134.2, 1.7959058  , 1.6576634640627963, -5.2236257   , -1.9995607    , 1.7959058  , 0.12636721 ,  94.97043    ,  94.68494     ,            , 1.75344    , 0.37127003 ,           ,  7.9376407,  6.441231 ,              ,  97.70221      , 356.068       ,  5.593255621432386
